NAME,LAT,LONG,CENTER,LAMBDA_M,RHO,RHO_0,DELTA_RHO
BELET,9.016012876,96.79093962,1,3562.0865893791065,1.5153306705e-05,1.011648933e-06,14.97881944742944
SHANGRILA,9.016012876,196.91948634497408,1,3193.2029550191846,2.0754255173e-05,1.2919977e-06,16.063693595878547
SHANGRILA,9.016012876,199.14456516101612,1,3296.8740519038174,2.3078118363e-05,1.202858557e-06,19.186061596789827
SHANGRILA,9.016012876,216.9451956893524,1,4410.832875170228,3.6032881531e-05,6.27124454e-07,57.45730584038828
FENSAL,9.016012876,303.7232695149916,1,3093.0470994766188,1.889993477e-05,1.38748634e-06,13.621708711289838
FENSAL,9.016012876,305.9483483310336,1,2589.996714341024,1.903647585e-05,2.06400904e-06,9.223058369073128
FENSAL,9.016012876,308.1734271470757,1,2341.9727141422873,1.744769672e-05,2.58540889e-06,6.748525072709272
FENSAL,9.016012876,310.39850596311766,1,2522.279004,2.1187143634e-05,2.190062293e-06,9.674219632975962
FENSAL,9.016012876,312.62358477915967,1,2797.5416850822335,2.1210067283e-05,1.737024792e-06,12.21057258
FENSAL,9.016012876,314.84866359520174,1,3448.0055644462655,2.7584044516e-05,1.088078624e-06,25.351150096846634
FENSAL,9.016012876,317.0737424112437,1,3620.9639570356353,3.8563266142e-05,9.7521289e-07,39.54343359988555
FENSAL,9.016012876,319.2988212272858,1,4980.315774624208,4.2083668296e-05,4.77921222e-07,88.05565928495504
FENSAL,9.016012876,330.42421530749596,1,7262.882660186986,3.8130133966e-05,2.05464661e-07,185.58001100583297
FENSAL,9.016012876,332.6492941,1,5213.092326434939,3.1539208575e-05,4.31486875e-07,73.09424781261932
FENSAL,9.016012876,334.87437293958004,1,3457.3008905067654,1.4347798696e-05,1.081543891e-06,13.266034613526912
FENSAL,9.016012876,337.09945175562206,1,3034.2199452309897,1.8660452663e-05,1.448399247e-06,12.883500665894005
FENSAL,9.016012876,339.32453057166407,1,3429.9006926769034,2.8985133949e-05,1.100971623e-06,26.32686741038655
FENSAL,11.241091692539593,1.112550533275297,1,3807.1577191092656,2.8468821667e-05,8.71714241e-07,32.65843363
BELET,11.241091692539593,81.21538791078844,1,3627.8813966735047,9.639143638e-06,9.71057209e-07,9.926442593
BELET,11.241091692539593,92.34078199,1,2455.8225816729546,4.605679592e-06,2.324892213e-06,1.981029299740793
BELET,11.241091692539593,94.56586080704064,1,4419.117294306347,1.7714375399e-05,6.24496974e-07,28.365830633066825
BELET,11.241091692539593,96.79093962,1,3040.179742773479,9.586827462e-06,1.442053883e-06,6.648036926115457
SHANGRILA,11.241091692539593,216.9451956893524,1,4489.066680813812,4.1075451293e-05,6.02933491e-07,68.12600711843955
FENSAL,11.241091692539593,281.4724813545713,1,5240.225750203377,2.5415094888e-05,4.2650386e-07,59.58936658845613
FENSAL,11.241091692539593,283.69756017061326,1,3173.704649918362,2.6497433556e-05,1.309825745e-06,20.22973945082868
FENSAL,11.241091692539593,292.5978754347815,1,2305.5502572051955,1.533190921e-05,2.677690831e-06,5.725795164902701
FENSAL,11.241091692539593,294.8229542508235,1,2373.027777099768,1.5957332201e-05,2.510316731e-06,6.356700730830093
FENSAL,11.241091692539593,297.0480330668655,1,2575.588556135829,2.3445762768e-05,2.089933394e-06,11.218425830192697
FENSAL,11.241091692539593,299.27311188290753,1,3630.581579397387,3.0316651782e-05,9.69442014e-07,31.27226935188171
FENSAL,11.241091692539593,301.4981906989496,1,3429.306742,2.8634711295e-05,1.10139833e-06,25.998506176414253
FENSAL,11.241091692539593,303.7232695149916,1,2593.5950395561817,2.554691114e-05,2.057607272e-06,12.415834396482165
FENSAL,11.241091692539593,305.9483483310336,1,2708.7134455354108,2.5929835073e-05,1.867072705e-06,13.887962160550908
FENSAL,11.241091692539593,308.1734271470757,1,4702.243576034426,3.8060500515e-05,5.43482888e-07,70.03072472447019
FENSAL,11.241091692539593,310.39850596311766,1,3664.845911571184,2.6588953771e-05,9.49279085e-07,28.00962772834875
FENSAL,11.241091692539593,312.62358477915967,1,3541.748815142104,3.1875739336e-05,1.024693196e-06,31.10759343
FENSAL,11.241091692539593,314.84866359520174,1,4992.470788230463,3.4917415144e-05,4.75321633e-07,73.46060584
FENSAL,11.241091692539593,317.0737424112438,1,10373.15590977196,4.6069883188e-05,9.2548191e-08,497.7934496
FENSAL,11.241091692539593,319.2988212272858,1,6883.650084485242,3.1665294745e-05,2.31658933e-07,136.68928871105072
FENSAL,11.241091692539593,330.4242153,1,5090.858791905933,3.2459705816e-05,4.55012794e-07,71.33800688979484
FENSAL,11.241091692539593,332.6492941,1,6203.277700742676,3.9962642033e-05,2.92400827e-07,136.67075578551692
FENSAL,11.241091692539593,334.87437293958004,1,7487.084411651826,5.7025291832e-05,1.91952535e-07,297.0801703726171
FENSAL,11.241091692539593,337.09945175562206,1,4349.854894714447,2.7404085837e-05,6.46965746e-07,42.35786207962977
FENSAL,11.241091692539593,339.3245305716642,1,4015.588659,2.6007109979e-05,7.73712667e-07,33.61339562684954
BELET,13.466170508581625,92.34078199,1,4172.751535444536,6.786086818e-06,7.10024253e-07,9.557542283405033
BELET,13.466170508581625,94.56586080704064,1,6582.867589324131,1.8173602858e-05,2.56014613e-07,70.98658420484776
SHANGRILA,13.466170508581625,208.04488042518423,1,4048.918738720959,5.8518317273e-05,7.59534379e-07,77.04498818448666
SHANGRILA,13.466170508581625,216.9451956893524,1,4493.387697,2.636942914e-05,6.01636951e-07,43.82947076881111
FENSAL,13.466170508581625,254.77153556206693,1,7569.273792824227,4.0357799543e-05,1.87320272e-07,215.4481155
FENSAL,13.466170508581625,292.59787543478143,1,2695.793985832668,1.6771672315e-05,1.887152918e-06,8.887288439212764
FENSAL,13.466170508581625,294.8229542508235,1,3813.710035001983,6.8659097246e-05,8.68366726e-07,79.06693703718062
FENSAL,13.466170508581625,297.0480330668655,1,5416.538334268656,4.5366115455e-05,3.96064584e-07,114.54221678469835
FENSAL,13.466170508581625,299.27311188290753,1,2658.3957254801885,2.1596382713e-05,1.947072677e-06,11.09171884865182
FENSAL,13.466170508581625,301.49819069894954,1,2420.1646268960694,2.0323704393e-05,2.40223561e-06,8.460329330391357
FENSAL,13.466170508581625,303.7232695149916,1,3187.9190985829337,3.1379198458e-05,1.296794081e-06,24.197518259351035
FENSAL,13.466170508581625,305.9483483310336,1,4003.157568,3.6733201473e-05,7.79098875e-07,47.14831792929042
FENSAL,13.466170508581625,308.17342714707564,1,5257.046364074326,2.2170330336e-05,4.23456487e-07,52.35562801116368
FENSAL,13.466170508581625,310.39850596311766,1,3548.194040769156,2.5543168516e-05,1.020533139e-06,25.02923966609273
FENSAL,13.466170508581625,312.62358477915967,1,3253.6796152763595,2.8666178749e-05,1.238882162e-06,23.138745251696093
FENSAL,13.466170508581625,330.42421530749596,1,5469.535247230172,4.7577816299e-05,3.87529268e-07,122.7721885
FENSAL,13.466170508581625,332.6492941,1,5666.668984930652,4.8524175707e-05,3.58011958e-07,135.53786297623603
FENSAL,13.466170508581625,334.87437293958004,1,6206.753067447672,3.7310565444e-05,2.9203462e-07,127.76076173278388
FENSAL,13.466170508581625,337.09945175562206,1,6323.354400260573,5.4336078586e-05,2.80122828e-07,193.9723336
FENSAL,13.466170508581625,339.32453057166407,1,6315.082025161712,4.082389375e-05,2.8094453e-07,145.3094449273127
SENKYO,15.691249324623652,21.138259877653603,1,3750.3946153352354,7.272448626e-06,9.0151171e-07,8.066948603079847
SENKYO,15.691249324623657,23.36333869369562,1,512.3780324736778,1.0525187199e-05,7.7492529446e-05,0.13582196
SENKYO,15.691249324623652,32.26365395786373,1,3285.895320109564,1.4431684851e-05,1.211869561e-06,11.908612371786466
SENKYO,15.691249324623652,34.48873277390576,1,3488.348590307379,1.731056522e-05,1.060123859e-06,16.328813916781694
SHANGRILA,15.691249324623657,165.76838292038565,1,3071.395889,1.1970868996e-05,1.409466425e-06,8.493192021043061
SHANGRILA,15.691249324623657,212.49503805726837,1,2906.947842145008,3.1491119703e-05,1.594144779e-06,19.75424072101944
SHANGRILA,15.691249324623657,214.7201168733104,1,3003.809475931707,3.2160411379e-05,1.481414624e-06,21.709257394253967
SHANGRILA,15.691249324623652,216.9451956893524,1,4170.748886166083,4.2291282768e-05,7.10787308e-07,59.49920923152581
SHANGRILA,15.691249324623657,219.17027450539447,1,3965.4945875350113,3.1104243429e-05,7.95752915e-07,39.087815878018766
SHANGRILA,15.691249324623652,221.3953533214365,1,3439.292495658173,2.445789608e-05,1.094256024e-06,22.351164207400068
FENSAL,15.691249324623652,297.0480330668655,1,3822.2485874577856,2.6143352746e-05,8.64032307e-07,30.25737874428844
FENSAL,15.691249324623652,328.19913649145394,1,6256.429448601426,8.0895609674e-05,2.86871844e-07,281.9921553900245
FENSAL,15.691249324623652,330.4242153,1,5247.337804828273,4.6415569799e-05,4.25211518e-07,109.1587783572518
SENKYO,17.916328140665684,16.68810224556954,1,6166.896493676512,2.1784926556e-05,2.9627461e-07,73.52950894554179
SENKYO,17.916328140665684,18.913181061611567,1,1844.7710318654724,1.8197975e-05,4.409834665e-06,4.126679656103101
SENKYO,17.916328140665684,23.36333869369562,1,10328.272803801456,2.5224124899e-05,9.3450495e-08,269.91965099089253
SHANGRILA,17.916328140665684,214.7201168733104,1,3307.082863761322,4.3089023023e-05,1.194566207e-06,36.07085381240367
FENSAL,17.916328140665684,297.0480330668655,1,3180.5795847409377,2.7329904441e-05,1.303499329e-06,20.966565785847376
SENKYO,20.14140695670772,16.68810224556954,1,9041.906285931023,1.6560906615e-05,1.25845251e-07,131.5973903705062
SENKYO,20.14140695670772,18.913181061611567,1,7174.669007831455,1.0994960787e-05,2.1116012e-07,52.069305522657515
SENKYO,20.14140695670772,21.138259877653603,1,5694.801187466991,9.653016356e-06,3.54066869e-07,27.263257849345724
SENKYO,20.14140695670772,23.36333869369562,1,8806.857949,2.426041901e-05,1.33484739e-07,181.74676159808936
FENSAL,20.14140695670772,297.0480330668655,1,3531.6951881045848,2.4344357542e-05,1.031231437e-06,23.607074676119723
SENKYO,22.366485772749748,21.138259877653603,1,4069.3318765903473,3.21371109e-06,7.51035775e-07,4.279038623915351
SENKYO,22.366485772749748,23.36333869369562,1,4836.146771407476,6.68484787e-06,5.10388657e-07,13.09756353885107
