Lat,Lon,NAME,LENGTH_M
-3.032951374,159.3098199,SHANGRILA,14304.50975
-2.945579664,159.3899451,SHANGRILA,18558.55665
-2.972852344,159.603734,SHANGRILA,33577.70315
-3.315490383,158.8385993,SHANGRILA,41618.25255
-3.387186717,158.8108088,SHANGRILA,26209.1365
-3.300421963,159.6098522,SHANGRILA,53574.71344
-3.193729109,159.640792,SHANGRILA,23491.82752
-3.265017806,159.7560409,SHANGRILA,17281.72091
-3.18497377,159.9326906,SHANGRILA,22365.63818
-3.125306347,159.777222,SHANGRILA,32098.529
-3.04246019,159.9515065,SHANGRILA,12593.95207
-3.404524959,159.0912347,SHANGRILA,44469.14916
-3.391396732,159.7936927,SHANGRILA,25236.97922
-3.440947881,160.1301913,SHANGRILA,15527.17921
-3.473722624,159.1724112,SHANGRILA,16087.57119
-3.519754152,159.2989446,SHANGRILA,41443.91636
-3.488617461,159.5365115,SHANGRILA,9972.351854
-3.475940363,159.7383229,SHANGRILA,18469.16236
-3.530449928,160.1681605,SHANGRILA,17574.94916
-3.554983087,160.0409582,SHANGRILA,7230.050527
-3.546462499,159.8544122,SHANGRILA,10481.06979
-3.56425923,159.5801882,SHANGRILA,14006.00983
-3.560788941,159.1929289,SHANGRILA,20013.81824
-3.599422245,159.1334294,SHANGRILA,12340.01409
-3.643576513,159.1496651,SHANGRILA,28483.02089
-3.620048997,159.9914949,SHANGRILA,34304.33251
-3.694026618,159.0542208,SHANGRILA,10615.1039
-3.865711851,159.4169672,SHANGRILA,17366.72623
-3.902314306,159.3085569,SHANGRILA,14830.38121
-3.948505634,159.2232928,SHANGRILA,17678.10473
-4.055574909,159.3028986,SHANGRILA,8537.617929
-2.982238868,160.4103498,SHANGRILA,20517.98491
-3.052909718,160.4403947,SHANGRILA,7801.213182
-1.939341955,158.9091368,SHANGRILA,13031.19167
-3.679640761,159.9234432,SHANGRILA,24795.12768
-3.750795619,159.9701355,SHANGRILA,19111.88384
-3.800912256,160.15157,SHANGRILA,20494.89987
-3.734039292,160.5099813,SHANGRILA,18562.37149
-3.691975256,160.4558939,SHANGRILA,11773.66075
-3.896363394,161.7520107,SHANGRILA,89487.43639
-3.914322012,161.4376316,SHANGRILA,80370.84621
-3.96181041,160.606905,SHANGRILA,31495.32725
-4.07271984,162.1710742,SHANGRILA,116667.9683
-3.948848515,161.193691,SHANGRILA,39575.18802
-4.28845508,159.9667164,SHANGRILA,41035.92068
-4.111206917,161.0163707,SHANGRILA,40595.95432
-4.139755205,161.6529002,SHANGRILA,97919.0093
-4.155028542,162.2050868,SHANGRILA,60220.64191
-4.227942287,160.0473718,SHANGRILA,11800.84152
-4.478229406,159.7562318,SHANGRILA,46078.60236
-4.602302426,159.9649112,SHANGRILA,22429.40252
-4.642184314,159.9209985,SHANGRILA,29046.33214
-4.619708907,159.2943127,SHANGRILA,17948.56429
-2.419081922,161.0089525,SHANGRILA,36489.10362
-2.340761502,160.488236,SHANGRILA,14699.76631
-2.4013673,160.5833671,SHANGRILA,24450.49851
-2.564528657,160.6717247,SHANGRILA,27397.35284
-2.467455669,160.5763962,SHANGRILA,9665.918182
-2.555401193,160.8620355,SHANGRILA,16578.16161
-2.512138357,160.9517611,SHANGRILA,8119.401164
-2.23664055,160.7872224,SHANGRILA,46366.59383
-2.184312639,160.9844928,SHANGRILA,31850.27271
-1.889392368,161.2168815,SHANGRILA,41396.73323
-1.832894493,161.1433154,SHANGRILA,16861.22199
-1.759403,161.4024324,SHANGRILA,21124.70463
-1.655952432,161.3916203,SHANGRILA,21880.6555
-1.598302614,161.3909031,SHANGRILA,11354.74075
-1.993098492,161.2023542,SHANGRILA,11378.8423
-2.08390672,161.205296,SHANGRILA,9531.801469
-5.128519032,159.4113779,SHANGRILA,14597.41835
-5.103775704,159.3102975,SHANGRILA,11827.12605
-5.229364172,159.1191175,SHANGRILA,28305.83451
-5.081272693,159.1310241,SHANGRILA,15025.44702
-5.007936758,159.4999598,SHANGRILA,28135.23852
-5.283857611,159.954296,SHANGRILA,9308.554037
-5.211978029,159.9734343,SHANGRILA,8040.567001
-4.931940492,159.8079463,SHANGRILA,15854.25888
-4.946003169,159.4263568,SHANGRILA,22991.37935
-4.892766833,159.8592717,SHANGRILA,7611.949249
-4.859037703,160.1459288,SHANGRILA,12057.59656
-4.902146636,160.5775257,SHANGRILA,19196.77347
-4.950304354,160.6769087,SHANGRILA,10578.10182
-4.835755552,160.5775823,SHANGRILA,13175.1887
-4.793322172,160.5234645,SHANGRILA,16949.65114
-4.724207218,160.2749623,SHANGRILA,32444.65395
-4.699175416,159.8847315,SHANGRILA,6622.824274
-4.88281599,159.6328247,SHANGRILA,14408.50028
-4.836395971,159.6311668,SHANGRILA,12956.03564
-4.758509259,159.1685266,SHANGRILA,45240.12056
-4.949322774,158.4190483,SHANGRILA,20545.17921
-4.911826255,157.734049,SHANGRILA,30025.40508
-5.116489548,157.8461603,SHANGRILA,27447.57172
-5.012427208,158.0833344,SHANGRILA,40553.47264
-2.978795829,154.2161533,SHANGRILA,20512.8323
-2.930544229,154.172852,SHANGRILA,26194.70787
-2.877642561,154.1098579,SHANGRILA,32141.63192
-2.666086085,154.5863924,SHANGRILA,22473.74914
-2.650068149,154.4331309,SHANGRILA,62311.34091
-2.516121702,154.6459426,SHANGRILA,34873.27762
-2.319653572,155.1476689,SHANGRILA,24978.64523
-2.008273608,155.8878532,SHANGRILA,61068.32953
-1.291009252,157.121065,SHANGRILA,73319.14638
-0.957296485,157.9619119,SHANGRILA,10700.28719
-1.211354184,157.4338453,SHANGRILA,66813.21905
-2.438960118,155.6039226,SHANGRILA,27684.72736
-2.360308994,155.6320777,SHANGRILA,10526.88591
-1.549361359,156.8256075,SHANGRILA,138296.8022
-1.216890353,157.5256163,SHANGRILA,11969.43035
-1.140449238,157.9746204,SHANGRILA,31017.56864
-1.055711066,158.8081772,SHANGRILA,62677.30493
-1.077803821,158.6086643,SHANGRILA,37697.98912
-1.09422916,158.8972311,SHANGRILA,26472.49761
-0.652807169,159.8704837,SHANGRILA,25665.3643
-0.804803844,159.7552524,SHANGRILA,11574.32409
-2.200437348,155.7859212,SHANGRILA,31911.96477
-1.84796239,156.2360575,SHANGRILA,53610.46301
-1.737383765,156.3434065,SHANGRILA,42380.45691
-1.479894234,156.7649085,SHANGRILA,7355.034004
-3.296047296,155.3726474,SHANGRILA,19774.09304
-3.281748798,155.6193785,SHANGRILA,21160.83686
-3.726903244,153.1564223,SHANGRILA,17778.74639
-3.655805268,153.2093694,SHANGRILA,11036.13034
-2.755602095,152.3079789,SHANGRILA,43719.61669
-2.604899299,152.5089105,SHANGRILA,38627.60579
-3.912548475,151.8337395,SHANGRILA,18516.55212
-3.973834117,151.6909653,SHANGRILA,9096.797384
-3.983810685,151.8451663,SHANGRILA,22603.56551
-4.013689668,151.9868986,SHANGRILA,18378.70256
-3.973834117,152.0665885,SHANGRILA,7451.075249
-4.049585793,152.0494557,SHANGRILA,18231.75342
-4.177543672,151.9295147,SHANGRILA,15019.14747
-4.144844727,151.8655114,SHANGRILA,8199.288277
-4.197251018,152.3423795,SHANGRILA,25273.10737
-4.11999869,152.2837787,SHANGRILA,11505.40979
-4.101750261,152.3219302,SHANGRILA,8876.268199
-4.072335281,152.2899697,SHANGRILA,3739.716437
-3.138117263,149.4789487,SHANGRILA,19330.52971
-3.07050393,149.4923253,SHANGRILA,11342.96221
-3.037122378,149.3104198,SHANGRILA,23486.96868
-2.962494074,149.1928152,SHANGRILA,24341.94706
-2.903854364,149.1316949,SHANGRILA,27970.38524
-2.857276401,149.1897517,SHANGRILA,18205.15466
-2.797745011,149.1872426,SHANGRILA,17403.40797
-3.257907963,149.278205,SHANGRILA,25808.67636
-3.440592136,149.2420005,SHANGRILA,26973.12316
-3.506103476,149.1674891,SHANGRILA,21670.68979
-3.54636926,149.0975858,SHANGRILA,13551.02346
-3.321808987,149.3645455,SHANGRILA,16585.35802
-2.136382607,150.1580499,SHANGRILA,9609.032739
-2.15688726,150.0669065,SHANGRILA,13167.79151
-2.224595605,150.1362685,SHANGRILA,12137.14947
-2.813997766,147.4207845,SHANGRILA,35153.57124
-2.878859859,147.4154477,SHANGRILA,38014.28608
-2.918978598,147.367172,SHANGRILA,36540.49408
-2.946794597,147.2293648,SHANGRILA,16546.69916
-3.085816502,147.239833,SHANGRILA,9214.989624
-3.033480933,147.3026504,SHANGRILA,5122.614234
-3.196251305,147.4355804,SHANGRILA,14665.90425
-3.138655742,147.5094745,SHANGRILA,20120.43
-3.229909583,147.5746615,SHANGRILA,20544.90913
-3.202987181,147.7037732,SHANGRILA,20049.72279
-3.34378788,147.5782938,SHANGRILA,15805.44883
-3.393045167,146.6086166,SHANGRILA,20682.07796
-3.182119453,146.8994349,SHANGRILA,16523.82022
-3.173340128,146.8243142,SHANGRILA,14220.2658
-3.128696433,146.6937311,SHANGRILA,13835.92485
-3.184372059,146.7278195,SHANGRILA,11151.02226
-3.106941641,146.669184,SHANGRILA,11997.26794
-2.997400004,146.766932,SHANGRILA,12403.84537
-3.009846217,146.8695122,SHANGRILA,7197.169811
-2.878672385,146.8377901,SHANGRILA,21851.62197
-2.704957287,147.0702915,SHANGRILA,26709.35436
-2.771231872,146.8524029,SHANGRILA,10759.5294
-2.770253941,147.7931546,SHANGRILA,5877.851456
-2.819244299,147.6725618,SHANGRILA,12254.32483
-2.815656182,147.6048056,SHANGRILA,4944.212925
-2.671065328,147.4002711,SHANGRILA,37528.74574
-2.661671914,146.9574497,SHANGRILA,24152.89319
-2.738472889,146.8006313,SHANGRILA,6667.493838
-2.604590593,146.9840786,SHANGRILA,9510.038717
-2.605656648,146.8273662,SHANGRILA,10321.44968
-2.60034367,146.7398462,SHANGRILA,6589.459889
-2.559810072,146.9942582,SHANGRILA,33673.51136
-2.691382463,147.6826864,SHANGRILA,9724.367642
-2.645187359,147.6623118,SHANGRILA,12850.57447
-2.600546183,147.6945377,SHANGRILA,8382.879766
-2.525144215,146.7357285,SHANGRILA,18071.93866
-2.611502966,146.3881413,SHANGRILA,23414.04896
-2.729060425,145.871699,SHANGRILA,18643.67544
-2.851738367,145.633534,SHANGRILA,22920.41746
-2.695360297,145.7986433,SHANGRILA,65807.71199
-3.204474166,144.9242085,SHANGRILA,46797.03051
-3.024757028,145.2905521,SHANGRILA,15182.08388
-3.152928653,144.8683173,SHANGRILA,42434.51964
-3.191701903,144.3839614,SHANGRILA,14133.00747
-4.29283626,154.003678,SHANGRILA,79210.95041
-4.332401686,154.6018928,SHANGRILA,30392.67437
-4.3221808,154.3646709,SHANGRILA,12450.38638
-4.431728572,155.19843,SHANGRILA,10249.88353
-4.372412376,155.4318984,SHANGRILA,41207.97391
-4.323041497,155.6233921,SHANGRILA,47983.6203
-4.284302162,155.3160077,SHANGRILA,29976.29271
-4.417407443,154.5433211,SHANGRILA,25315.44169
-4.452050316,154.5013771,SHANGRILA,18911.52486
-4.369576613,154.1447404,SHANGRILA,20337.7827
-4.355285606,153.4962304,SHANGRILA,31037.35385
-4.402625238,153.5258206,SHANGRILA,28595.91644
-4.67450487,153.5816293,SHANGRILA,31102.20233
-4.653592431,153.2226708,SHANGRILA,22880.93844
-4.600239504,153.6240479,SHANGRILA,33934.83715
-4.531281727,153.5901712,SHANGRILA,24339.55542
-4.469117286,153.6189555,SHANGRILA,38137.19999
-4.425074959,153.8294688,SHANGRILA,9438.934591
-4.482941595,154.2616501,SHANGRILA,19047.41501
-4.505801864,154.222955,SHANGRILA,11211.08191
-4.517338978,154.5830769,SHANGRILA,35235.62277
-4.52935937,155.2362008,SHANGRILA,53530.40173
-4.430690292,155.5085903,SHANGRILA,23675.28203
-4.488350611,155.0612319,SHANGRILA,18633.85599
-4.753321851,155.2895477,SHANGRILA,54147.3251
-4.631776927,155.5560473,SHANGRILA,40453.31835
-4.579215125,155.1947225,SHANGRILA,38488.35023
-4.629231791,155.1402222,SHANGRILA,7101.806097
-4.553128937,155.5060309,SHANGRILA,20873.13386
-4.758360828,155.4684087,SHANGRILA,11980.02028
-4.943310903,153.3157973,SHANGRILA,43292.29223
-4.840024798,153.3926441,SHANGRILA,23887.81418
-4.767356116,153.5911158,SHANGRILA,22296.9312
-4.825890185,156.0193456,SHANGRILA,24317.167
-4.92192813,155.9873512,SHANGRILA,27829.13526
-4.995987827,156.0595309,SHANGRILA,21736.34434
-5.059255561,155.9108974,SHANGRILA,10170.87124
-4.74057841,156.3318965,SHANGRILA,20615.41051
-4.626831021,156.4368394,SHANGRILA,23064.39364
-4.955990239,156.6600677,SHANGRILA,19753.05553
-4.899939526,156.5792476,SHANGRILA,11182.06887
-4.843471684,156.6827139,SHANGRILA,28002.14847
-4.769119042,156.5870191,SHANGRILA,14438.33596
-4.757359797,156.916974,SHANGRILA,24561.39721
-4.783548152,157.2268478,SHANGRILA,25513.15712
-4.877751464,157.2381305,SHANGRILA,31082.59749
-5.055719451,156.726804,SHANGRILA,61094.05817
-5.172628677,156.239632,SHANGRILA,31363.32522
-5.305474521,156.4000504,SHANGRILA,19534.26861
-5.209812328,156.6224118,SHANGRILA,42154.76139
-4.46693148,156.1262259,SHANGRILA,17451.64581
-4.557341691,156.4941203,SHANGRILA,22865.54649
-4.464139631,156.3995225,SHANGRILA,35499.44063
-4.507414203,156.8472965,SHANGRILA,34101.70709
-4.623153386,157.0862078,SHANGRILA,16457.92
-4.372880465,156.827642,SHANGRILA,31730.76638
-2.3449248,154.985051,SHANGRILA,14111.18671
-2.453364327,154.5933062,SHANGRILA,42386.37379
-2.227475785,155.0150246,SHANGRILA,25551.56259
-2.131671176,155.4795795,SHANGRILA,42738.34161
-1.749885884,156.0883469,SHANGRILA,56840.99968
-2.10478502,155.3876154,SHANGRILA,4237.863016
-1.839661511,155.8742895,SHANGRILA,36364.1371
-1.478479098,156.4257522,SHANGRILA,29643.98027
-1.241648081,156.9449504,SHANGRILA,42560.84183
-1.091193023,157.3916372,SHANGRILA,60487.07312
-0.87182449,157.7690798,SHANGRILA,15694.13055
-0.889371282,157.6472722,SHANGRILA,32319.28388
-1.016737663,157.2398066,SHANGRILA,47386.29591
-2.264999779,154.8223739,SHANGRILA,51673.32723
-2.100846848,155.2813432,SHANGRILA,14975.77139
-1.814855471,155.6941266,SHANGRILA,37380.38376
-1.670201121,156.03082,SHANGRILA,44642.18178
-1.400576569,156.4757999,SHANGRILA,23632.98569
-1.764807191,155.8417827,SHANGRILA,13999.8569
-2.199743554,154.8381348,SHANGRILA,54457.29594
-1.620763937,155.8541723,SHANGRILA,51104.05955
-1.473124155,156.1368942,SHANGRILA,43991.05727
-1.300188074,156.5446053,SHANGRILA,52985.80362
-1.013600765,157.0931272,SHANGRILA,45343.40033
-0.843492701,157.347191,SHANGRILA,21211.49531
-0.874484481,157.1984701,SHANGRILA,28069.45024
-0.79423472,157.551807,SHANGRILA,11577.92207
-0.948269233,157.0261985,SHANGRILA,43222.96692
-0.754894983,157.1861468,SHANGRILA,27111.1873
-0.672235954,157.3421512,SHANGRILA,10369.37743
-0.623679788,157.2639306,SHANGRILA,9037.702339
-0.928177812,156.976631,SHANGRILA,12116.48753
-1.376597852,156.1399125,SHANGRILA,27679.81629
-1.622573232,155.7249307,SHANGRILA,13979.78743
-1.962992144,155.2410073,SHANGRILA,20314.29223
-2.254336105,154.4552938,SHANGRILA,27494.87528
-2.029504583,155.0285794,SHANGRILA,37762.10785
-2.089049867,154.7797676,SHANGRILA,32278.97007
-1.871409734,155.1569164,SHANGRILA,27678.68034
-1.981012503,154.779181,SHANGRILA,26614.18814
-2.160279516,154.3414718,SHANGRILA,9145.735797
-1.992615864,154.6349412,SHANGRILA,37631.56239
-1.504227522,155.4085288,SHANGRILA,65339.486
-0.841502784,156.2208227,SHANGRILA,17257.85943
-0.714991164,156.5343059,SHANGRILA,34235.7737
-1.279784162,156.1924538,SHANGRILA,12296.40716
-1.459168734,155.884501,SHANGRILA,21065.22702
-1.505217042,155.7408199,SHANGRILA,32474.62251
-1.257188933,156.1265564,SHANGRILA,15607.69783
-1.675059508,155.311638,SHANGRILA,20869.91186
-1.400050452,155.8131278,SHANGRILA,32728.7488
-1.428199294,155.6577697,SHANGRILA,43500.59705
-1.302551448,155.764351,SHANGRILA,29995.83884
-1.951112122,154.5721029,SHANGRILA,10634.77063
-1.967307589,154.4405661,SHANGRILA,12154.69813
-1.946103045,154.3827699,SHANGRILA,12004.81862
-1.823299381,154.7905604,SHANGRILA,28003.33962
-1.679075521,155.0036263,SHANGRILA,44867.47069
-1.288236245,155.581732,SHANGRILA,22321.01702
-1.258343404,155.5312825,SHANGRILA,23939.97191
-1.560040606,155.1018633,SHANGRILA,22640.77404
-1.594401761,154.9567226,SHANGRILA,64744.33744
-1.922614867,154.3666902,SHANGRILA,6288.096424
-1.893443609,154.2236927,SHANGRILA,8267.145473
-1.747989828,154.5108471,SHANGRILA,29830.90514
-1.592276631,154.8287509,SHANGRILA,28341.91434
-1.198452926,155.4282672,SHANGRILA,34690.71977
-1.567887225,154.7588187,SHANGRILA,32785.2341
-1.766798307,154.2572882,SHANGRILA,8479.043727
-1.782901571,153.9198964,SHANGRILA,30104.15344
-1.308850977,155.1623867,SHANGRILA,71653.08903
-0.901790583,155.6181894,SHANGRILA,21308.07885
-1.85544073,153.3321456,SHANGRILA,11782.6358
-1.707270994,153.9100673,SHANGRILA,27706.19269
-1.331629746,154.7529227,SHANGRILA,86453.03464
-1.229067932,155.1681747,SHANGRILA,50646.85986
-1.058182834,155.3563734,SHANGRILA,22290.45762
-1.469093124,154.6153935,SHANGRILA,21201.39456
-0.952328792,155.398223,SHANGRILA,67795.34909
-0.577085199,156.4206059,SHANGRILA,59728.03048
-0.621616525,156.4642088,SHANGRILA,26188.48042
-0.715665443,156.0550848,SHANGRILA,18613.6578
-0.400109152,157.3116946,SHANGRILA,35067.534
-0.299680875,157.4422767,SHANGRILA,15117.48777
-0.271942425,157.4031617,SHANGRILA,22223.00954
-0.464811058,157.0414871,SHANGRILA,7539.926805
-0.590166351,156.7941613,SHANGRILA,12646.34837
-0.504357196,156.8414599,SHANGRILA,31981.52073
-2.210211918,152.3647327,SHANGRILA,19930.55998
-2.202235191,152.3219837,SHANGRILA,12257.95143
-1.99718337,152.8071344,SHANGRILA,18615.68691
-1.785407015,153.2535131,SHANGRILA,37598.25349
-1.466693492,154.0301275,SHANGRILA,42150.65818
-1.659322076,153.7247722,SHANGRILA,12036.36605
-1.212973311,154.7523218,SHANGRILA,78603.57008
-1.324069441,154.6706168,SHANGRILA,40369.63695
-2.229796063,151.9597949,SHANGRILA,25016.10502
-2.103276448,152.1395131,SHANGRILA,20453.32805
-1.954298939,152.7522907,SHANGRILA,45852.60239
-1.867773788,152.8487067,SHANGRILA,31546.24517
-1.778604316,152.8063159,SHANGRILA,25610.08285
-1.530087439,153.2597213,SHANGRILA,35754.5508
-1.100814551,154.2701346,SHANGRILA,84763.13525
-1.041839663,154.5061564,SHANGRILA,68793.82698
-1.32880761,153.9563032,SHANGRILA,47591.10534
-1.029087544,154.6803279,SHANGRILA,47430.82263
-1.193449082,154.4489029,SHANGRILA,68866.96607
-1.066052735,154.8858099,SHANGRILA,49865.20383
-0.537055144,155.516407,SHANGRILA,35803.12792
-0.728194902,155.2416301,SHANGRILA,10855.66743
-1.2840608,154.3778754,SHANGRILA,80476.18738
-1.987730292,152.2397742,SHANGRILA,49217.5839
-1.556781335,153.0782524,SHANGRILA,67215.88696
-1.040037561,154.2873693,SHANGRILA,82093.53953
-0.987970699,154.2938414,SHANGRILA,71776.82156
-1.24559435,153.5424428,SHANGRILA,12251.24147
-1.553732107,152.9523544,SHANGRILA,52907.1169
-1.619980227,152.7757896,SHANGRILA,18493.02143
-2.012219947,151.9767188,SHANGRILA,22611.35159
-1.938390814,152.0657189,SHANGRILA,27719.77181
-1.790704417,152.2507881,SHANGRILA,47209.67791
-1.500458746,152.9135442,SHANGRILA,53291.15567
-0.995751649,154.1422797,SHANGRILA,65686.11525
-0.970397523,154.0636429,SHANGRILA,64717.42599
-1.090069255,153.5566562,SHANGRILA,88239.16885
-1.137128098,153.3680884,SHANGRILA,114659.0306
-1.760926575,152.0784955,SHANGRILA,28576.91198
-1.526311904,152.5172568,SHANGRILA,84150.35783
-0.888737101,153.8252184,SHANGRILA,35891.05017
-0.845704515,153.7756489,SHANGRILA,35158.10524
-0.807165568,153.741633,SHANGRILA,32812.03216
-1.437526951,152.6109296,SHANGRILA,64475.52088
-1.503430601,152.3410833,SHANGRILA,7442.993009
-1.404039867,152.5960707,SHANGRILA,17774.70667
-1.207239518,152.8972934,SHANGRILA,35082.2368
-1.105212038,153.1978957,SHANGRILA,6973.792844
-1.171831502,152.781677,SHANGRILA,41499.87402
-1.484614215,152.2513296,SHANGRILA,40660.58515
-1.565033045,151.8446399,SHANGRILA,35342.75279
-1.312092942,152.5202772,SHANGRILA,49881.06884
-1.446721109,151.9601834,SHANGRILA,21860.49474
-1.23865768,152.4831916,SHANGRILA,65937.98033
-0.786555032,153.671371,SHANGRILA,37443.48241
-0.691754775,153.7414394,SHANGRILA,49703.71106
-0.458092527,154.0543539,SHANGRILA,20627.80762
-1.503108415,151.2962333,SHANGRILA,17924.37718
-1.268530316,152.3297341,SHANGRILA,65473.83145
-0.992976002,152.9392803,SHANGRILA,31741.41944
-1.206494341,152.362654,SHANGRILA,27461.33265
-1.219215938,152.2406249,SHANGRILA,21632.74862
-1.110901624,152.427951,SHANGRILA,84791.17189
-0.709431485,153.6313841,SHANGRILA,23066.39239
-0.592455116,153.7541472,SHANGRILA,22459.67871
-1.397788445,151.4792784,SHANGRILA,31106.31009
-1.323907407,151.6225935,SHANGRILA,24658.64484
-1.191880548,152.0335069,SHANGRILA,53227.07849
-1.16187906,151.8691403,SHANGRILA,90651.67435
-0.534202142,153.7525281,SHANGRILA,78395.32564
-1.020465343,152.3709816,SHANGRILA,32454.75234
-1.104631568,151.9810767,SHANGRILA,43753.86888
-1.330528059,151.0972305,SHANGRILA,32275.62199
-1.230963211,151.19264,SHANGRILA,25713.97165
-1.04534383,152.0655437,SHANGRILA,61013.6105
-0.351893416,160.6337081,SHANGRILA,21855.60834
-0.318174775,160.6055032,SHANGRILA,14426.50822
-0.131428045,161.095689,SHANGRILA,28347.83611
-0.016845506,161.7648684,SHANGRILA,26565.24413
0.036875751,161.8028899,SHANGRILA,20093.79463
0.097323836,161.7701119,SHANGRILA,16154.77319
-0.004448019,161.3343052,SHANGRILA,13555.17578
-0.204686484,160.6578931,SHANGRILA,56018.00753
-0.151779004,160.8851371,SHANGRILA,13075.43063
-0.548119217,158.5993554,SHANGRILA,49790.74142
-0.581632554,158.175744,SHANGRILA,11264.12519
-0.513462712,158.3284064,SHANGRILA,23120.81981
-0.422869291,158.7459619,SHANGRILA,39932.0059
-0.500381837,158.167335,SHANGRILA,12205.47765
-0.431455237,158.320943,SHANGRILA,23437.55026
-0.35627439,158.5888059,SHANGRILA,31891.0166
-0.451222256,159.5637923,SHANGRILA,29192.2819
-0.148397902,160.561461,SHANGRILA,56220.84174
0.134081173,161.4001246,SHANGRILA,31194.28557
0.160066515,161.612282,SHANGRILA,27162.23795
-0.325751038,158.4633839,SHANGRILA,25109.23211
-0.269114546,158.5909114,SHANGRILA,49889.3877
-0.02459569,159.4248117,SHANGRILA,56707.58767
0.098548217,159.7743326,SHANGRILA,30605.88071
-0.236463481,159.0266319,SHANGRILA,15721.44442
-0.287121511,159.206007,SHANGRILA,21327.49853
-0.002061205,159.7377139,SHANGRILA,46220.81253
0.193911114,160.413391,SHANGRILA,45840.14788
0.467481541,161.0509395,SHANGRILA,22164.38842
0.531418027,161.2608702,SHANGRILA,7402.984063
0.468113609,160.8882149,SHANGRILA,32472.03467
0.386156554,160.6353126,SHANGRILA,53089.84293
0.492079191,160.7302822,SHANGRILA,38933.89613
0.516618051,160.6527898,SHANGRILA,41756.01983
-0.275305061,159.701278,SHANGRILA,34936.34571
-0.167392174,160.2628286,SHANGRILA,11923.58548
0.11222333,160.9606741,SHANGRILA,67315.36135
-0.106194712,160.3326882,SHANGRILA,96771.83552
0.30136175,161.2555463,SHANGRILA,32781.75484
0.265801406,161.4708441,SHANGRILA,19393.36858
0.131959099,161.2221934,SHANGRILA,43705.21844
0.089553528,160.5516121,SHANGRILA,96721.41806
-0.135417034,160.0484122,SHANGRILA,25360.95402
-0.006245248,160.0512662,SHANGRILA,34975.1202
0.119743026,160.448612,SHANGRILA,34205.74493
0.216695956,160.6765395,SHANGRILA,19222.64325
0.414498832,161.0835592,SHANGRILA,31344.10492
0.456140659,161.3202665,SHANGRILA,14407.15187
0.332113377,162.8939762,SHANGRILA,47007.2624
0.270934597,163.1386913,SHANGRILA,19179.5326
0.393970187,162.6150874,SHANGRILA,38908.88576
0.361090177,163.147305,SHANGRILA,23451.4853
0.40864717,163.097049,SHANGRILA,32582.42272
0.452988305,162.3763877,SHANGRILA,49681.1112
0.531989077,162.1680123,SHANGRILA,30929.19504
0.485211712,163.0674199,SHANGRILA,36038.06781
0.505336722,163.2832043,SHANGRILA,13675.65637
0.551626374,162.9020364,SHANGRILA,30858.58229
0.542658018,162.3160427,SHANGRILA,29382.93048
0.606774114,162.7790316,SHANGRILA,59115.24015
0.65938562,162.7366697,SHANGRILA,51678.45748
0.621051424,163.6274259,SHANGRILA,14103.01021
0.668072276,163.430951,SHANGRILA,30701.09126
0.711680606,163.1073046,SHANGRILA,13433.36692
0.689242331,162.8863264,SHANGRILA,10661.83284
0.744292351,162.3769714,SHANGRILA,47413.30423
0.863670458,161.6623716,SHANGRILA,15494.74277
0.833737276,162.3641609,SHANGRILA,40816.63714
0.754803912,163.2646792,SHANGRILA,56975.58764
0.706604251,163.7470689,SHANGRILA,13818.08054
0.810446881,163.740103,SHANGRILA,16282.35664
0.827817235,163.2927799,SHANGRILA,69778.37923
0.885597036,162.3456101,SHANGRILA,42116.97268
0.877615252,163.3570034,SHANGRILA,55841.77439
0.99678461,162.1667903,SHANGRILA,30729.03085
0.932974991,162.9239595,SHANGRILA,60001.81797
0.951441736,163.7979026,SHANGRILA,19628.05993
0.965707041,163.3913378,SHANGRILA,74627.3304
1.041589679,162.2625432,SHANGRILA,37866.94686
1.076327226,162.3589671,SHANGRILA,32682.29892
1.003244329,163.2289123,SHANGRILA,47778.80155
1.057781104,163.2692861,SHANGRILA,32068.64044
1.117393581,162.4349541,SHANGRILA,15386.26186
1.221766757,162.0192312,SHANGRILA,19766.56048
1.27389086,162.0235919,SHANGRILA,23002.05009
1.118786982,162.7068252,SHANGRILA,32264.67205
1.173066819,161.9862493,SHANGRILA,14297.07201
1.128952348,162.9076691,SHANGRILA,47259.09392
1.167515503,163.0312741,SHANGRILA,39848.99298
1.264198308,162.8532398,SHANGRILA,16260.95628
1.368263412,161.8999521,SHANGRILA,42544.16747
1.416269518,161.8135932,SHANGRILA,52857.81443
1.364339274,161.438774,SHANGRILA,45022.90507
-1.047990203,150.5280433,SHANGRILA,46561.83594
-1.182987179,150.4072462,SHANGRILA,20907.26369
-1.055282212,150.7558692,SHANGRILA,50808.45868
-0.93169977,150.8414476,SHANGRILA,15795.11319
-0.92479104,150.9314831,SHANGRILA,11418.50778
-1.23770895,150.5516625,SHANGRILA,14729.83065
-0.955651238,151.069405,SHANGRILA,60341.07957
-1.02209847,151.3064898,SHANGRILA,48526.9529
-1.048516889,151.0332461,SHANGRILA,21003.03337
-0.958861441,151.1777319,SHANGRILA,8663.647129
-0.96700143,151.3584358,SHANGRILA,46025.88894
-1.005286727,152.0065387,SHANGRILA,101648.7832
-0.532255385,152.9886947,SHANGRILA,44765.40075
-0.468174659,153.1992723,SHANGRILA,20029.71975
-0.993091699,151.9598007,SHANGRILA,54494.20686
