NAME,LAT,LONG,LAMBDA_M,RHO,RHO_0,DELTA_RHO
FENSAL,11.5192261,288.4258527,2789.080862,1.56E-05,1.75E-06,8.930993319
FENSAL,11.5192261,288.9821224,2507.218631,1.20E-05,2.22E-06,5.421973885
FENSAL,11.5192261,289.5383921,2745.382114,1.10E-05,1.81E-06,6.061330479
FENSAL,11.5192261,290.0946618,2812.341078,4.05E-05,1.72E-06,23.59128077
FENSAL,11.5192261,290.6509315,2412.446999,3.09E-05,2.42E-06,12.76287264
FENSAL,11.5192261,291.2072012,2406.499371,1.93E-05,2.43E-06,7.913302536
FENSAL,11.5192261,291.7634709,2430.599265,2.33E-05,2.38E-06,9.807304221
FENSAL,11.5192261,292.3197406,2269.459603,2.54E-05,2.77E-06,9.163225567
FENSAL,11.5192261,292.8760103,2001.407007,1.28E-05,3.67E-06,3.485658261
FENSAL,11.5192261,293.43228,2084.064851,1.67E-05,3.36E-06,4.967026756
FENSAL,11.5192261,293.9885497,2665.579363,2.13E-05,1.94E-06,11.01848192
FENSAL,11.5192261,294.5448194,2544.878704,1.22E-05,2.15E-06,5.69009939
FENSAL,11.5192261,295.1010891,2886.022509,9.20E-06,1.62E-06,5.700352581
FENSAL,11.5192261,295.6573588,3029.682378,2.18E-05,1.45E-06,15.0102194
FENSAL,11.5192261,296.2136285,2643.480979,2.11E-05,1.97E-06,10.72548169
FENSAL,11.5192261,299.5512467,5662.005226,5.44E-05,3.59E-07,151.5457889
FENSAL,11.5192261,300.1075164,4399.963372,3.17E-05,6.31E-07,50.23776005
FENSAL,11.5192261,301.2200558,4728.417871,4.92E-05,5.37E-07,91.61304445
FENSAL,11.5192261,301.7763256,2718.631753,2.83E-05,1.85E-06,15.26771831
FENSAL,11.5192261,302.3325953,2229.800868,3.39E-05,2.89E-06,11.74590435
FENSAL,11.5192261,302.888865,2940.855757,3.76E-05,1.55E-06,24.23399713
FENSAL,11.5192261,303.4451347,2810.064901,4.50E-06,1.72E-06,2.614391282
FENSAL,11.5192261,304.0014044,2663.150608,2.98E-05,1.94E-06,15.38041654
FENSAL,11.5192261,304.5576741,2078.187024,2.33E-05,3.38E-06,6.890542376
FENSAL,11.5192261,305.1139438,2561.788346,3.07E-05,2.12E-06,14.53353992
FENSAL,11.5192261,305.6702135,2529.173776,2.83E-05,2.18E-06,13.01346264
FENSAL,11.5192261,306.2264832,5913.642611,5.91E-05,3.25E-07,181.6706231
FENSAL,11.5192261,306.7827529,2497.771681,4.98E-05,2.24E-06,22.23226958
FENSAL,11.5192261,307.3390226,2596.490951,2.91E-05,2.05E-06,14.16859356
FENSAL,11.5192261,307.8952923,3944.511062,2.84E-05,8.05E-07,35.26889331
FENSAL,11.5192261,310.1203711,3041.872059,1.46E-05,1.44E-06,10.13774737
FENSAL,11.5192261,310.6766408,2903.953583,2.09E-05,1.60E-06,13.08558019
FENSAL,11.5192261,311.2329105,3175.458341,4.32E-05,1.31E-06,33.01175328
FENSAL,11.5192261,311.7891802,2709.435173,3.03E-05,1.87E-06,16.26276724
FENSAL,11.5192261,312.3454499,3340.16685,2.67E-05,1.17E-06,22.87287837
FENSAL,11.5192261,312.9017196,3654.822788,3.22E-05,9.55E-07,33.67392927
FENSAL,11.5192261,313.4579893,4973.547755,4.38E-05,4.79E-07,91.30009153
FENSAL,11.5192261,314.014259,3152.853963,2.27E-05,1.33E-06,17.0772391
FENSAL,11.5192261,319.0206864,4180.076323,2.68E-05,7.07E-07,37.82642278
FENSAL,11.5192261,319.5769561,6329.834222,3.54E-05,2.79E-07,126.8315023
FENSAL,11.5192261,320.1332258,7295.010639,2.92E-05,2.03E-07,143.4292913
FENSAL,11.5192261,330.1460805,7722.657118,4.94E-05,1.79E-07,275.9664261
FENSAL,11.5192261,330.7023502,3237.420038,2.59E-05,1.25E-06,20.67239674
FENSAL,11.5192261,331.2586199,5628.799658,6.75E-05,3.63E-07,185.8590811
FENSAL,11.5192261,331.8148896,16449.13749,6.58E-05,3.30E-08,1994.595311
FENSAL,11.5192261,332.3711593,3927.573451,1.57E-05,8.13E-07,19.32274671
FENSAL,11.5192261,332.927429,3385.959258,2.44E-05,1.13E-06,21.51337351
FENSAL,11.5192261,333.4836987,5056.251519,3.64E-05,4.62E-07,78.79691602
FENSAL,11.5192261,334.0399684,9649.399246,7.72E-05,1.09E-07,709.4814727
FENSAL,11.5192261,334.5962381,28951.97507,9.26E-05,9.31E-09,9950.949997
FENSAL,11.5192261,335.1525078,7290.141654,8.75E-05,2.04E-07,429.358777
FENSAL,11.5192261,335.7087775,7696.269904,6.77E-05,1.80E-07,375.2723115
FENSAL,11.5192261,336.2650472,4253.017639,3.06E-05,6.80E-07,45.00606398
FENSAL,11.5192261,336.8213169,3822.60453,1.22E-05,8.64E-07,14.16021522
FENSAL,11.5192261,337.3775866,4791.379658,3.45E-05,5.21E-07,66.19955434
FENSAL,11.5192261,337.9338563,9321.786169,3.73E-05,1.18E-07,317.208524
FENSAL,11.5192261,338.490126,6601.769975,5.28E-05,2.54E-07,207.6213058
FENSAL,11.5192261,339.0463957,5957.38269,3.34E-05,3.20E-07,104.2225306
FENSAL,11.5192261,339.6026654,10269.59311,5.75E-05,9.46E-08,607.607395
FENSAL,12.0754967,1.390685385,4265.976165,3.07E-05,6.76E-07,45.45153723
FENSAL,12.0754967,1.946955089,4934.893524,1.97E-05,4.88E-07,40.46487995
FENSAL,12.0754967,2.503224793,3376.694094,8.10E-06,1.14E-06,7.107790425
FENSAL,12.0754967,3.059494497,2495.897108,6.00E-06,2.24E-06,2.671554453
FENSAL,12.0754967,3.615764201,2946.688527,7.10E-06,1.55E-06,4.573116219
FENSAL,12.0754967,4.172033905,3642.322825,2.62E-05,9.62E-07,27.24749655
FENSAL,12.0754967,4.728303609,6659.95254,3.20E-05,2.49E-07,128.162342
FENSAL,12.0754967,5.284573313,4691.392193,3.38E-05,5.46E-07,61.83057357
FENSAL,12.0754967,5.840843017,3365.827781,1.62E-05,1.15E-06,14.06800893
BELET,12.0754967,80.38098335,4627.73912,1.48E-05,5.63E-07,26.29136403
BELET,12.0754967,80.93725306,5006.088476,1.20E-05,4.72E-07,25.4313327
BELET,12.0754967,94.28772596,3923.301458,1.26E-05,8.15E-07,15.40382982
BELET,12.0754967,94.84399566,3994.818297,3.20E-06,7.83E-07,4.082893275
BELET,12.0754967,95.40026536,3541.835115,5.70E-06,1.02E-06,5.530674903
BELET,12.0754967,95.95653507,3850.308247,3.10E-06,8.50E-07,3.623790555
BELET,12.0754967,96.51280477,4139.781353,1.99E-05,7.23E-07,27.49394222
BELET,12.0754967,97.06907448,3265.581225,5.20E-06,1.23E-06,4.252051026
BELET,12.0754967,97.62534418,3127.511378,7.50E-06,1.35E-06,5.545607151
SHANGRILA,12.0754967,162.7088995,7786.470509,5.48E-05,1.76E-07,311.5960424
SHANGRILA,12.0754967,206.6542062,7663.102692,6.13E-05,1.82E-07,336.4197373
SHANGRILA,12.0754967,207.2104759,5347.5649,6.84E-05,4.08E-07,167.9371034
SHANGRILA,12.0754967,207.7667456,7515.468714,5.19E-05,1.90E-07,272.6278497
SHANGRILA,12.0754967,217.7796002,3820.155384,3.67E-05,8.65E-07,42.39259409
SHANGRILA,12.0754967,218.3358699,3609.779315,4.33E-05,9.82E-07,44.11195164
FENSAL,12.0754967,247.8181643,4216.827846,2.02E-05,6.94E-07,29.18531672
FENSAL,12.0754967,248.374434,3158.420285,1.77E-05,1.32E-06,13.35836577
FENSAL,12.0754967,248.9307037,4357.353459,2.79E-05,6.44E-07,43.27082607
FENSAL,12.0754967,249.4869734,4976.971868,3.98E-05,4.79E-07,83.18522522
FENSAL,12.0754967,250.0432431,4440.92728,2.84E-05,6.18E-07,46.01584222
FENSAL,12.0754967,250.5995128,3413.659897,3.00E-05,1.11E-06,26.99694743
FENSAL,12.0754967,251.1557825,3482.440312,2.23E-05,1.06E-06,20.94400936
FENSAL,12.0754967,251.7120522,6673.422806,5.69E-05,2.48E-07,228.9706952
FENSAL,12.0754967,252.2683219,23170.40783,5.20E-05,1.53E-08,3392.717964
FENSAL,12.0754967,256.7184795,7450.452578,5.96E-05,1.94E-07,307.1232781
FENSAL,12.0754967,257.2747492,26018.20071,8.33E-05,1.18E-08,7041.116557
FENSAL,12.0754967,280.6380768,5586.613347,4.50E-06,3.70E-07,12.09247049
FENSAL,12.0754967,281.7506162,8678.548729,1.39E-05,1.38E-07,100.6639329
FENSAL,12.0754967,282.3068859,6994.517952,1.68E-05,2.24E-07,75.10105178
FENSAL,12.0754967,282.8631556,6881.74921,1.10E-05,2.32E-07,47.50085091
FENSAL,12.0754967,283.4194253,5095.665431,4.48E-05,4.54E-07,98.75907261
FENSAL,12.0754967,283.975695,2897.53135,4.60E-06,1.61E-06,2.887137767
FENSAL,12.0754967,284.5319647,2736.222554,2.41E-05,1.83E-06,13.19142733
FENSAL,12.0754967,285.0882344,2196.710801,1.23E-05,2.98E-06,4.122960424
FENSAL,12.0754967,285.6445041,2082.227803,2.00E-05,3.36E-06,5.943439445
FENSAL,12.0754967,286.2007738,2378.029765,4.38E-05,2.50E-06,17.51268316
FENSAL,12.0754967,286.7570435,3350.701211,5.36E-05,1.16E-06,46.21449825
FENSAL,12.0754967,287.3133132,2348.366848,1.69E-05,2.57E-06,6.579890206
FENSAL,12.0754967,287.869583,2860.054615,2.75E-05,1.65E-06,16.60789284
FENSAL,12.0754967,288.4258527,2329.081421,2.05E-05,2.62E-06,7.83022876
FENSAL,12.0754967,288.9821224,2767.566931,3.32E-05,1.78E-06,18.66402739
FENSAL,12.0754967,289.5383921,2853.548367,3.42E-05,1.66E-06,20.60736094
FENSAL,12.0754967,290.0946618,2673.771954,2.99E-05,1.92E-06,15.57989659
FENSAL,12.0754967,290.6509315,2886.745063,1.62E-05,1.62E-06,9.983704629
FENSAL,12.0754967,291.2072012,2961.711154,2.37E-05,1.53E-06,15.49675914
FENSAL,12.0754967,291.7634709,2689.272729,1.72E-05,1.90E-06,9.070979777
FENSAL,12.0754967,292.3197406,2373.131443,1.14E-05,2.51E-06,4.538130296
FENSAL,12.0754967,292.8760103,2462.83284,5.90E-06,2.31E-06,2.558664011
FENSAL,12.0754967,293.43228,2893.840161,1.39E-05,1.61E-06,8.625742014
FENSAL,12.0754967,299.5512467,3525.184265,3.10E-05,1.04E-06,29.95816574
FENSAL,12.0754967,300.1075164,2566.011721,2.05E-05,2.11E-06,9.740836189
FENSAL,12.0754967,300.6637861,3202.57539,2.31E-05,1.28E-06,17.96462259
FENSAL,12.0754967,301.2200558,3425.026536,2.47E-05,1.10E-06,22.32741304
FENSAL,12.0754967,301.7763256,6238.327926,3.49E-05,2.89E-07,120.9909128
FENSAL,12.0754967,302.3325953,3167.36621,3.55E-05,1.32E-06,26.9624982
FENSAL,12.0754967,302.888865,2417.86448,2.51E-05,2.41E-06,10.44541558
FENSAL,12.0754967,303.4451347,2439.916701,1.95E-05,2.36E-06,8.274618099
FENSAL,12.0754967,304.0014044,2160.017087,2.42E-05,3.10E-06,7.808265726
FENSAL,12.0754967,304.5576741,2418.140451,2.90E-05,2.41E-06,12.05685622
FENSAL,12.0754967,305.1139438,2578.363644,3.09E-05,2.08E-06,14.84018745
FENSAL,12.0754967,305.6702135,3672.260784,8.80E-06,9.45E-07,9.326418534
FENSAL,12.0754967,310.1203711,2568.668568,1.23E-05,2.10E-06,5.864115925
FENSAL,12.0754967,310.6766408,2435.733023,2.53E-05,2.37E-06,10.69740281
FENSAL,12.0754967,311.2329105,2927.07112,3.51E-05,1.57E-06,22.37640839
FENSAL,12.0754967,311.7891802,2159.190946,2.07E-05,3.10E-06,6.684515549
FENSAL,12.0754967,312.3454499,2990.913679,2.39E-05,1.50E-06,15.99692266
FENSAL,12.0754967,312.9017196,3355.783336,2.15E-05,1.16E-06,18.5767264
FENSAL,12.0754967,313.4579893,3345.481175,3.48E-05,1.16E-06,29.88817748
FENSAL,12.0754967,314.014259,3247.839394,2.34E-05,1.24E-06,18.79971464
FENSAL,12.0754967,319.0206864,5990.825992,2.84E-05,3.16E-07,89.81544159
FENSAL,12.0754967,319.5769561,8895.718117,4.27E-05,1.31E-07,327.1494512
FENSAL,12.0754967,320.1332258,7584.669353,2.43E-05,1.86E-07,130.1596264
FENSAL,12.0754967,320.6894955,7280.929224,1.75E-05,2.04E-07,85.52094089
FENSAL,12.0754967,330.1460805,3191.813324,2.55E-05,1.29E-06,19.74434545
FENSAL,12.0754967,330.7023502,2667.359935,1.49E-05,1.93E-06,7.729629745
FENSAL,12.0754967,331.2586199,2710.910024,1.30E-05,1.86E-06,6.982047494
FENSAL,12.0754967,331.8148896,7769.962691,6.84E-05,1.77E-07,387.0306825
FENSAL,12.0754967,332.3711593,3973.513981,1.91E-05,7.92E-07,24.07691883
FENSAL,12.0754967,332.927429,3555.995002,1.42E-05,1.02E-06,14.00645055
FENSAL,12.0754967,333.4836987,4018.36461,4.18E-05,7.73E-07,54.09716164
FENSAL,12.0754967,334.0399684,7629.481404,5.49E-05,1.84E-07,298.4980688
FENSAL,12.0754967,334.5962381,5144.717416,1.23E-05,4.44E-07,27.78277353
FENSAL,12.0754967,335.1525078,16372.98893,9.17E-05,3.33E-08,2750.798207
FENSAL,12.0754967,335.7087775,18802.24033,9.03E-05,2.45E-08,3689.998816
FENSAL,12.0754967,336.2650472,3555.440694,4.55E-05,1.02E-06,44.79802825
FENSAL,12.0754967,336.8213169,3781.647789,3.63E-05,8.85E-07,41.024675
FENSAL,12.0754967,337.3775866,3038.639762,4.13E-05,1.44E-06,28.62491999
FENSAL,12.0754967,337.9338563,3188.538579,1.79E-05,1.30E-06,13.77518714
FENSAL,12.0754967,338.490126,2785.813797,3.12E-05,1.75E-06,17.79433696
FENSAL,12.0754967,339.0463957,3686.573153,3.54E-05,9.37E-07,37.77845039
FENSAL,12.0754967,339.6026654,5759.685107,4.61E-05,3.45E-07,133.4788043
FENSAL,12.6317663,0.278145977,3776.441983,2.72E-05,8.88E-07,30.63158996
FENSAL,12.6317663,0.834415681,3558.440268,1.71E-05,1.01E-06,16.84518734
FENSAL,12.6317663,1.390685385,3661.033751,2.34E-05,9.51E-07,24.625126
FENSAL,12.6317663,1.946955089,4059.686151,2.27E-05,7.55E-07,30.11020994
FENSAL,12.6317663,2.503224793,4352.020993,1.74E-05,6.46E-07,26.93726154
FENSAL,12.6317663,3.059494497,7848.694474,3.14E-05,1.73E-07,181.7598996
FENSAL,12.6317663,3.615764201,4016.505268,1.93E-05,7.73E-07,24.93053789
FENSAL,12.6317663,4.172033905,2958.324873,1.42E-05,1.53E-06,9.263681779
FENSAL,12.6317663,4.728303609,3570.960556,1.71E-05,1.01E-06,17.03782861
FENSAL,12.6317663,5.284573313,3198.511934,2.30E-05,1.29E-06,17.89093296
BELET,12.6317663,80.93725306,5414.833687,2.17E-05,3.96E-07,54.64786912
BELET,12.6317663,94.84399566,5357.990105,8.60E-06,4.06E-07,21.12492027
BELET,12.6317663,95.40026536,5513.095769,2.65E-05,3.81E-07,69.50894616
BELET,12.6317663,95.95653507,4612.818996,1.48E-05,5.67E-07,26.01792502
BELET,12.6317663,96.51280477,5330.990888,2.13E-05,4.10E-07,51.95557021
BELET,12.6317663,97.62534418,4930.677554,7.90E-06,4.89E-07,16.14122677
SHANGRILA,12.6317663,162.7088995,4680.020905,3.37E-05,5.49E-07,61.34668881
SHANGRILA,12.6317663,205.5416668,3563.840843,2.71E-05,1.01E-06,26.77595042
SHANGRILA,12.6317663,206.0979365,4165.794574,6.00E-05,7.13E-07,84.17161976
SHANGRILA,12.6317663,206.6542062,7257.265292,8.71E-05,2.06E-07,423.121636
SHANGRILA,12.6317663,207.2104759,5095.183505,5.46E-05,4.54E-07,120.2723444
SHANGRILA,12.6317663,207.7667456,3679.052085,0.0002137,9.41E-07,227.0722929
SHANGRILA,12.6317663,217.2233305,4597.219441,3.97E-05,5.72E-07,69.41831329
SHANGRILA,12.6317663,217.7796002,3614.273867,2.89E-05,9.79E-07,29.52667801
SHANGRILA,12.6317663,218.3358699,3291.276842,1.58E-05,1.21E-06,13.08398189
FENSAL,12.6317663,250.5995128,3935.259716,3.46E-05,8.09E-07,42.77996762
FENSAL,12.6317663,251.1557825,9579.43029,5.36E-05,1.11E-07,485.0725082
FENSAL,12.6317663,251.7120522,4200.655166,3.02E-05,7.00E-07,43.2367258
FENSAL,12.6317663,252.2683219,4731.21601,3.78E-05,5.36E-07,70.60667594
FENSAL,12.6317663,252.8245916,4735.394256,4.17E-05,5.35E-07,77.88962076
FENSAL,12.6317663,253.3808613,3333.519711,2.40E-05,1.17E-06,20.45325602
FENSAL,12.6317663,253.937131,2994.967376,2.40E-05,1.49E-06,16.06722292
FENSAL,12.6317663,254.4934007,4861.003995,4.67E-05,5.05E-07,92.48642715
FENSAL,12.6317663,281.7506162,6182.565649,2.47E-05,2.95E-07,83.94603788
FENSAL,12.6317663,282.3068859,4955.183329,7.90E-06,4.83E-07,16.40239548
FENSAL,12.6317663,282.8631556,4477.077086,7.20E-06,6.07E-07,11.80990315
FENSAL,12.6317663,283.4194253,3444.792751,2.20E-05,1.09E-06,20.21980306
FENSAL,12.6317663,283.975695,3020.043711,4.11E-05,1.46E-06,28.06164717
FENSAL,12.6317663,284.5319647,2333.235831,3.73E-05,2.61E-06,14.31915857
FENSAL,12.6317663,285.0882344,2169.636298,2.08E-05,3.07E-06,6.789774874
FENSAL,12.6317663,285.6445041,3281.702341,3.68E-05,1.22E-06,30.24270058
FENSAL,12.6317663,286.2007738,2582.614296,4.75E-05,2.08E-06,22.87662844
FENSAL,12.6317663,286.7570435,4069.401789,2.93E-05,7.51E-07,39.01388064
FENSAL,12.6317663,287.3133132,2684.430126,2.58E-05,1.91E-06,13.52730641
FENSAL,12.6317663,287.869583,2371.635053,3.23E-05,2.51E-06,12.83180552
FENSAL,12.6317663,288.4258527,2890.724762,2.08E-05,1.61E-06,12.89357202
FENSAL,12.6317663,288.9821224,3317.596626,2.92E-05,1.19E-06,24.61390037
FENSAL,12.6317663,289.5383921,3834.402595,4.60E-05,8.58E-07,53.63323672
FENSAL,12.6317663,290.0946618,3068.562376,2.95E-05,1.41E-06,20.85713088
FENSAL,12.6317663,290.6509315,2318.063593,9.30E-06,2.65E-06,3.504973136
FENSAL,12.6317663,291.2072012,2724.035866,8.70E-06,1.84E-06,4.728059098
FENSAL,12.6317663,291.7634709,3004.134135,9.60E-06,1.48E-06,6.49079181
FENSAL,12.6317663,292.3197406,2892.308905,1.39E-05,1.61E-06,8.610974241
FENSAL,12.6317663,292.8760103,2607.583589,2.50E-05,2.03E-06,12.31328574
FENSAL,12.6317663,293.43228,4866.782454,5.06E-05,5.03E-07,100.5797405
FENSAL,12.6317663,298.4387073,6149.15086,5.90E-05,2.98E-07,197.9664945
FENSAL,12.6317663,298.994977,3496.800757,1.68E-05,1.05E-06,15.91868289
FENSAL,12.6317663,299.5512467,2772.118099,3.10E-05,1.77E-06,17.51267173
FENSAL,12.6317663,300.1075164,2595.192398,1.87E-05,2.05E-06,9.093642062
FENSAL,12.6317663,300.6637861,2233.797685,2.32E-05,2.87E-06,8.083401993
FENSAL,12.6317663,301.2200558,3004.906611,2.88E-05,1.48E-06,19.48859129
FENSAL,12.6317663,301.7763256,2486.714539,2.19E-05,2.26E-06,9.679502888
FENSAL,12.6317663,302.3325953,2453.78348,2.55E-05,2.33E-06,10.9561905
FENSAL,12.6317663,302.888865,2325.874273,1.30E-05,2.63E-06,4.960693475
FENSAL,12.6317663,303.4451347,2432.915303,1.36E-05,2.37E-06,5.738595151
FENSAL,12.6317663,304.0014044,3499.750735,3.08E-05,1.05E-06,29.2640388
FENSAL,12.6317663,304.5576741,3312.571757,2.65E-05,1.19E-06,22.26673572
FENSAL,12.6317663,305.1139438,2919.862997,3.27E-05,1.58E-06,20.7186014
FENSAL,12.6317663,305.6702135,4452.710627,5.34E-05,6.14E-07,87.02306601
FENSAL,12.6317663,306.2264832,6618.452788,5.52E-05,2.53E-07,218.0568277
FENSAL,12.6317663,310.1203711,3121.350309,3.25E-05,1.36E-06,23.87803663
FENSAL,12.6317663,310.6766408,2622.445596,2.10E-05,2.01E-06,10.45162132
FENSAL,12.6317663,311.2329105,2236.528954,1.43E-05,2.87E-06,4.994119195
FENSAL,12.6317663,311.7891802,2658.335899,3.40E-05,1.95E-06,17.47494418
FENSAL,12.6317663,312.3454499,3259.828344,3.13E-05,1.23E-06,25.36708661
FENSAL,12.6317663,312.9017196,2952.843811,2.36E-05,1.54E-06,15.34705074
FENSAL,12.6317663,313.4579893,3449.166707,1.93E-05,1.09E-06,17.76515991
FENSAL,12.6317663,314.014259,3128.922956,2.00E-05,1.35E-06,14.80990531
FENSAL,12.6317663,330.7023502,2998.91426,3.12E-05,1.49E-06,20.97663743
FENSAL,12.6317663,331.2586199,2774.12249,1.78E-05,1.77E-06,10.03068602
FENSAL,12.6317663,331.8148896,3520.862709,2.82E-05,1.04E-06,27.12675437
FENSAL,12.6317663,332.3711593,6532.220129,5.75E-05,2.60E-07,220.6853251
FENSAL,12.6317663,332.927429,9337.415951,2.24E-05,1.17E-07,191.3602019
FENSAL,12.6317663,333.4836987,6001.844095,4.80E-05,3.15E-07,152.5169667
FENSAL,12.6317663,334.0399684,5300.649733,3.82E-05,4.16E-07,91.80776247
FENSAL,12.6317663,334.5962381,4619.38824,1.37E-05,5.66E-07,24.15311959
FENSAL,12.6317663,335.1525078,8142.287732,4.56E-05,1.59E-07,286.5900166
FENSAL,12.6317663,335.7087775,4434.413606,3.90E-05,6.20E-07,62.97182776
FENSAL,12.6317663,336.2650472,5118.899867,4.99E-05,4.49E-07,111.0958059
FENSAL,12.6317663,339.0463957,6264.088754,4.01E-05,2.86E-07,140.1324871
FENSAL,12.6317663,339.6026654,5147.870749,5.35E-05,4.44E-07,120.6310834
FENSAL,12.6317663,340.1589351,5538.403229,7.98E-05,3.77E-07,211.6418108
FENSAL,12.6317663,340.7152048,4338.011095,5.83E-05,6.51E-07,89.62331021
FENSAL,12.6317663,359.6283748,3578.825112,8.60E-06,1.00E-06,8.579805993
FENSAL,13.188036,0.278145977,7359.618492,2.36E-05,1.99E-07,118.0661609
FENSAL,13.188036,0.834415681,3981.070722,2.23E-05,7.89E-07,28.26305458
FENSAL,13.188036,1.390685385,3701.881943,1.78E-05,9.28E-07,19.14435278
FENSAL,13.188036,1.946955089,4040.629188,2.59E-05,7.63E-07,33.89143937
FENSAL,13.188036,4.728303609,3889.142714,1.53E-05,8.31E-07,18.43922853
SENKYO,13.188036,31.4292494,11959.85761,0.0001199,6.73E-08,1781.947652
SENKYO,13.188036,34.21059792,3278.462136,2.60E-06,1.22E-06,2.153295233
SENKYO,13.188036,34.76686763,3143.143592,2.50E-06,1.34E-06,1.878616171
BELET,13.188036,93.73145625,7037.097316,2.19E-05,2.21E-07,99.54138819
SHANGRILA,13.188036,162.7088995,4651.121351,5.95E-05,5.57E-07,106.8954778
SHANGRILA,13.188036,163.2651693,4914.548317,3.93E-05,4.92E-07,79.85453509
SHANGRILA,13.188036,163.821439,3653.486925,3.22E-05,9.56E-07,33.63409958
SHANGRILA,13.188036,204.4291273,4443.810445,3.20E-05,6.17E-07,51.87670847
SHANGRILA,13.188036,204.9853971,2364.327465,1.32E-05,2.53E-06,5.231158572
SHANGRILA,13.188036,205.5416668,2609.628799,3.97E-05,2.03E-06,19.54558381
SHANGRILA,13.188036,206.0979365,3284.068895,3.15E-05,1.21E-06,25.9828841
SHANGRILA,13.188036,206.6542062,8155.118591,7.83E-05,1.59E-07,493.8080579
SHANGRILA,13.188036,207.2104759,5637.137716,6.23E-05,3.62E-07,171.8854477
SHANGRILA,13.188036,216.6670608,6726.530069,2.15E-05,2.44E-07,88.30779732
SHANGRILA,13.188036,217.2233305,6930.196581,6.40E-06,2.28E-07,28.16460522
SHANGRILA,13.188036,217.7796002,4891.376249,1.57E-05,4.98E-07,31.45679552
SHANGRILA,13.188036,218.3358699,2549.93351,2.55E-05,2.14E-06,11.94298466
FENSAL,13.188036,252.8245916,4509.142228,3.61E-05,5.97E-07,60.42971286
FENSAL,13.188036,253.3808613,7606.563605,6.09E-05,1.85E-07,328.4499258
FENSAL,13.188036,253.937131,5684.598022,2.73E-05,3.55E-07,76.75614021
FENSAL,13.188036,254.4934007,9716.083115,3.89E-05,1.07E-07,362.7389746
FENSAL,13.188036,283.975695,2628.266349,1.68E-05,2.00E-06,8.421529695
FENSAL,13.188036,284.5319647,2312.08914,9.20E-06,2.66E-06,3.475811636
FENSAL,13.188036,285.0882344,2352.610951,3.39E-05,2.56E-06,13.23693377
FENSAL,13.188036,285.6445041,2617.3193,2.30E-05,2.02E-06,11.42418352
FENSAL,13.188036,286.2007738,2639.922113,2.75E-05,1.98E-06,13.88244549
FENSAL,13.188036,286.7570435,2549.8175,2.45E-05,2.14E-06,11.45185517
FENSAL,13.188036,287.3133132,2726.147053,3.27E-05,1.84E-06,17.77474766
FENSAL,13.188036,287.869583,2960.947592,1.42E-05,1.53E-06,9.290297105
FENSAL,13.188036,288.4258527,2847.286791,2.51E-05,1.67E-06,15.00497065
FENSAL,13.188036,288.9821224,2480.437088,1.39E-05,2.27E-06,6.109484258
FENSAL,13.188036,289.5383921,2485.677141,2.19E-05,2.26E-06,9.6664356
FENSAL,13.188036,290.0946618,2947.092114,2.12E-05,1.55E-06,13.72543241
FENSAL,13.188036,290.6509315,2970.110279,2.14E-05,1.52E-06,14.07554206
FENSAL,13.188036,291.2072012,3010.450124,2.65E-05,1.47E-06,17.97146055
FENSAL,13.188036,291.7634709,3065.835188,1.47E-05,1.42E-06,10.39858892
FENSAL,13.188036,292.3197406,2976.632434,1.91E-05,1.51E-06,12.60076008
FENSAL,13.188036,292.8760103,2802.351346,1.57E-05,1.73E-06,9.06930076
FENSAL,13.188036,293.43228,2201.118454,3.50E-06,2.97E-06,1.185658039
FENSAL,13.188036,298.4387073,3085.478299,3.95E-05,1.40E-06,28.3088991
FENSAL,13.188036,298.994977,3288.853887,1.84E-05,1.21E-06,15.22829509
FENSAL,13.188036,299.5512467,2469.032662,4.00E-06,2.30E-06,1.719717092
FENSAL,13.188036,300.1075164,2193.087833,2.11E-05,2.99E-06,7.030262488
FENSAL,13.188036,300.6637861,2247.203717,1.80E-05,2.84E-06,6.339628314
